,location,industry,fuels_consumed,date,value
21526,aus,Construction,Naturalgas,2010-11,3
21521,aus,Construction,Fueloil,2010-11,0.5
21520,aus,Construction,Diesel,2010-11,21.1
21626,aus,Transport_postal,Liquid/gasBiofuels,2010-11,8.7
21625,aus,Transport_postal,Electricity,2010-11,14.1
21624,aus,Transport_postal,Solarenergy,2010-11,0
21622,aus,Transport_postal,Naturalgas,2010-11,13.2
21617,aus,Transport_postal,Fueloil,2010-11,29.9
21616,aus,Transport_postal,Diesel,2010-11,488.8
21610,aus,Transport_postal,LPG,2010-11,52.8
21574,aus,Commercial_services,Naturalgas,2010-11,49.7
21569,aus,Commercial_services,Fueloil,2010-11,0.1
21568,aus,Commercial_services,Diesel,2010-11,24.3
21562,aus,Commercial_services,LPG,2010-11,3.3
21554,aus,Commercial_services,Blackcoal,2010-11,0.2
21576,aus,Commercial_services,Solarenergy,2010-11,0.4
21577,aus,Commercial_services,Electricity,2010-11,211.4
21578,aus,Commercial_services,Liquid/gasBiofuels,2010-11,0
21602,aus,Transport_postal,Blackcoal,2010-11,2.9
21322,aus,Electricity_gas_water_serv,LPG,2010-11,0.3
21315,aus,Electricity_gas_water_serv,Browncoal,2010-11,722.6
21314,aus,Electricity_gas_water_serv,Blackcoal,2010-11,1146.2
21328,aus,Electricity_gas_water_serv,Diesel,2010-11,27.5
21338,aus,Electricity_gas_water_serv,Liquid/gasBiofuels,2010-11,13.4
21337,aus,Electricity_gas_water_serv,Electricity,2010-11,118.1
21334,aus,Electricity_gas_water_serv,Naturalgas,2010-11,480.6
21329,aus,Electricity_gas_water_serv,Fueloil,2010-11,5.8
22105,aus,Residential,Electricity,2010-11,225.1
22104,aus,Residential,Solarenergy,2010-11,11.3
22102,aus,Residential,Naturalgas,2010-11,148.1
22096,aus,Residential,Diesel,2010-11,1.1
22090,aus,Residential,LPG,2010-11,15.6
20426,aus,Manufacturing,Liquid/gasBiofuels,2010-11,3.5
20425,aus,Manufacturing,Electricity,2010-11,248.3
20422,aus,Manufacturing,Naturalgas,2010-11,412.6
20417,aus,Manufacturing,Fueloil,2010-11,48
20416,aus,Manufacturing,Diesel,2010-11,17.1
20410,aus,Manufacturing,LPG,2010-11,23.2
20234,aus,Mining,Liquid/gasBiofuels,2010-11,1
20233,aus,Mining,Electricity,2010-11,85.7
20230,aus,Mining,Naturalgas,2010-11,166.8
20225,aus,Mining,Fueloil,2010-11,0.5
20224,aus,Mining,Diesel,2010-11,139.7
20185,aus,Agriculture,Electricity,2010-11,8
20182,aus,Agriculture,Naturalgas,2010-11,0.1
20176,aus,Agriculture,Diesel,2010-11,80
20170,aus,Agriculture,LPG,2010-11,1.8
20218,aus,Mining,LPG,2010-11,1.7
20210,aus,Mining,Blackcoal,2010-11,5.6
20403,aus,Manufacturing,Browncoal,2010-11,5.6
20402,aus,Manufacturing,Blackcoal,2010-11,247.8
23530,aus,Construction,LPG,2011-12,0.2
23545,aus,Construction,Electricity,2011-12,0.3
23542,aus,Construction,Naturalgas,2011-12,2.9
23537,aus,Construction,Fueloil,2011-12,0.5
23536,aus,Construction,Diesel,2011-12,20.9
23642,aus,Transport_postal,Liquid/gasBiofuels,2011-12,8.5
23641,aus,Transport_postal,Electricity,2011-12,15
23640,aus,Transport_postal,Solarenergy,2011-12,0
23638,aus,Transport_postal,Naturalgas,2011-12,13.4
23633,aus,Transport_postal,Fueloil,2011-12,35.9
23632,aus,Transport_postal,Diesel,2011-12,508.3
23626,aus,Transport_postal,LPG,2011-12,51.9
23590,aus,Commercial_services,Naturalgas,2011-12,49.5
23585,aus,Commercial_services,Fueloil,2011-12,0.1
23584,aus,Commercial_services,Diesel,2011-12,24.9
23592,aus,Commercial_services,Solarenergy,2011-12,0.4
23578,aus,Commercial_services,LPG,2011-12,3.3
23570,aus,Commercial_services,Blackcoal,2011-12,0.1
23593,aus,Commercial_services,Electricity,2011-12,206.6
23618,aus,Transport_postal,Blackcoal,2011-12,2.5
23594,aus,Commercial_services,Liquid/gasBiofuels,2011-12,0
23338,aus,Electricity_gas_water_serv,LPG,2011-12,0.3
23331,aus,Electricity_gas_water_serv,Browncoal,2011-12,732.8
23330,aus,Electricity_gas_water_serv,Blackcoal,2011-12,1123.3
23354,aus,Electricity_gas_water_serv,Liquid/gasBiofuels,2011-12,14.5
23353,aus,Electricity_gas_water_serv,Electricity,2011-12,116.8
23350,aus,Electricity_gas_water_serv,Naturalgas,2011-12,526.5
23345,aus,Electricity_gas_water_serv,Fueloil,2011-12,5.8
23344,aus,Electricity_gas_water_serv,Diesel,2011-12,30.6
24121,aus,Residential,Electricity,2011-12,221.3
24120,aus,Residential,Solarenergy,2011-12,12
24118,aus,Residential,Naturalgas,2011-12,150.8
24112,aus,Residential,Diesel,2011-12,1.1
24106,aus,Residential,LPG,2011-12,15.3
22442,aus,Manufacturing,Liquid/gasBiofuels,2011-12,3.5
22441,aus,Manufacturing,Electricity,2011-12,243.6
22438,aus,Manufacturing,Naturalgas,2011-12,425.1
22433,aus,Manufacturing,Fueloil,2011-12,51.2
22432,aus,Manufacturing,Diesel,2011-12,19.3
22426,aus,Manufacturing,LPG,2011-12,24.6
22250,aus,Mining,Liquid/gasBiofuels,2011-12,1.3
22249,aus,Mining,Electricity,2011-12,87.9
22246,aus,Mining,Naturalgas,2011-12,169.8
22241,aus,Mining,Fueloil,2011-12,0.5
22240,aus,Mining,Diesel,2011-12,174.4
22201,aus,Agriculture,Electricity,2011-12,8.4
22198,aus,Agriculture,Naturalgas,2011-12,0.6
22192,aus,Agriculture,Diesel,2011-12,81.1
22186,aus,Agriculture,LPG,2011-12,1.9
22234,aus,Mining,LPG,2011-12,1.9
22226,aus,Mining,Blackcoal,2011-12,4.8
22419,aus,Manufacturing,Browncoal,2011-12,6.5
22418,aus,Manufacturing,Blackcoal,2011-12,221.7
25546,aus,Construction,LPG,2012-13,0.2
25561,aus,Construction,Electricity,2012-13,0.5
25558,aus,Construction,Naturalgas,2012-13,2.9
25553,aus,Construction,Fueloil,2012-13,0.5
25552,aus,Construction,Diesel,2012-13,20.6
25658,aus,Transport_postal,Liquid/gasBiofuels,2012-13,9.2
25657,aus,Transport_postal,Electricity,2012-13,17.9
25656,aus,Transport_postal,Solarenergy,2012-13,0
25654,aus,Transport_postal,Naturalgas,2012-13,14.3
25649,aus,Transport_postal,Fueloil,2012-13,27.2
25648,aus,Transport_postal,Diesel,2012-13,528.4
25642,aus,Transport_postal,LPG,2012-13,51.7
25606,aus,Commercial_services,Naturalgas,2012-13,50
25601,aus,Commercial_services,Fueloil,2012-13,0.1
25600,aus,Commercial_services,Diesel,2012-13,26.2
25594,aus,Commercial_services,LPG,2012-13,3.5
25586,aus,Commercial_services,Blackcoal,2012-13,0.1
25608,aus,Commercial_services,Solarenergy,2012-13,0.4
25609,aus,Commercial_services,Electricity,2012-13,213.8
25610,aus,Commercial_services,Liquid/gasBiofuels,2012-13,0.4
25634,aus,Transport_postal,Blackcoal,2012-13,0
25354,aus,Electricity_gas_water_serv,LPG,2012-13,0
25347,aus,Electricity_gas_water_serv,Browncoal,2012-13,639.6
25346,aus,Electricity_gas_water_serv,Blackcoal,2012-13,1084.7
25370,aus,Electricity_gas_water_serv,Liquid/gasBiofuels,2012-13,13.3
25369,aus,Electricity_gas_water_serv,Electricity,2012-13,108.6
25366,aus,Electricity_gas_water_serv,Naturalgas,2012-13,530.5
25361,aus,Electricity_gas_water_serv,Fueloil,2012-13,5.6
25360,aus,Electricity_gas_water_serv,Diesel,2012-13,31.8
26137,aus,Residential,Electricity,2012-13,217.9
26136,aus,Residential,Solarenergy,2012-13,12.8
26134,aus,Residential,Naturalgas,2012-13,154.8
26128,aus,Residential,Diesel,2012-13,1
26122,aus,Residential,LPG,2012-13,15.7
24458,aus,Manufacturing,Liquid/gasBiofuels,2012-13,1.6
24457,aus,Manufacturing,Electricity,2012-13,235.7
24454,aus,Manufacturing,Naturalgas,2012-13,439.6
24449,aus,Manufacturing,Fueloil,2012-13,40
24448,aus,Manufacturing,Diesel,2012-13,22.9
24266,aus,Mining,Liquid/gasBiofuels,2012-13,1.7
24265,aus,Mining,Electricity,2012-13,94.3
24262,aus,Mining,Naturalgas,2012-13,183.6
24257,aus,Mining,Fueloil,2012-13,0.3
24256,aus,Mining,Diesel,2012-13,208.9
24217,aus,Agriculture,Electricity,2012-13,8
24214,aus,Agriculture,Naturalgas,2012-13,0.9
24208,aus,Agriculture,Diesel,2012-13,82.1
24202,aus,Agriculture,LPG,2012-13,1.9
24250,aus,Mining,LPG,2012-13,1.7
24242,aus,Mining,Blackcoal,2012-13,3.1
24442,aus,Manufacturing,LPG,2012-13,23
24435,aus,Manufacturing,Browncoal,2012-13,6.1
24434,aus,Manufacturing,Blackcoal,2012-13,224.1
27578,aus,Construction,Liquid/gasBiofuels,2013-14,0
27577,aus,Construction,Electricity,2013-14,0.6
27574,aus,Construction,Naturalgas,2013-14,2.9
27569,aus,Construction,Fueloil,2013-14,0.5
27568,aus,Construction,Diesel,2013-14,20.4
27562,aus,Construction,LPG,2013-14,0.3
27674,aus,Transport_postal,Liquid/gasBiofuels,2013-14,8.5
27673,aus,Transport_postal,Electricity,2013-14,18.4
27672,aus,Transport_postal,Solarenergy,2013-14,0
27670,aus,Transport_postal,Naturalgas,2013-14,13.8
27665,aus,Transport_postal,Fueloil,2013-14,30.9
27664,aus,Transport_postal,Diesel,2013-14,547.2
27658,aus,Transport_postal,LPG,2013-14,52.4
27617,aus,Commercial_services,Fueloil,2013-14,0.1
27616,aus,Commercial_services,Diesel,2013-14,27.3
27610,aus,Commercial_services,LPG,2013-14,3.5
27602,aus,Commercial_services,Blackcoal,2013-14,0.1
27622,aus,Commercial_services,Naturalgas,2013-14,54
27624,aus,Commercial_services,Solarenergy,2013-14,0.4
27625,aus,Commercial_services,Electricity,2013-14,214.5
27650,aus,Transport_postal,Blackcoal,2013-14,0
27626,aus,Commercial_services,Liquid/gasBiofuels,2013-14,0.6
27370,aus,Electricity_gas_water_serv,LPG,2013-14,0.3
27363,aus,Electricity_gas_water_serv,Browncoal,2013-14,621.8
27362,aus,Electricity_gas_water_serv,Blackcoal,2013-14,1024
27386,aus,Electricity_gas_water_serv,Liquid/gasBiofuels,2013-14,15.8
27385,aus,Electricity_gas_water_serv,Electricity,2013-14,107
27382,aus,Electricity_gas_water_serv,Naturalgas,2013-14,542
27377,aus,Electricity_gas_water_serv,Fueloil,2013-14,6.8
27376,aus,Electricity_gas_water_serv,Diesel,2013-14,40.1
28153,aus,Residential,Electricity,2013-14,207.7
28152,aus,Residential,Solarenergy,2013-14,12.9
28150,aus,Residential,Naturalgas,2013-14,158.9
28144,aus,Residential,Diesel,2013-14,1.1
28138,aus,Residential,LPG,2013-14,15.4
26474,aus,Manufacturing,Liquid/gasBiofuels,2013-14,1.5
26473,aus,Manufacturing,Electricity,2013-14,233.3
26470,aus,Manufacturing,Naturalgas,2013-14,439.2
26465,aus,Manufacturing,Fueloil,2013-14,33.3
26464,aus,Manufacturing,Diesel,2013-14,23.4
26458,aus,Manufacturing,LPG,2013-14,20.6
26282,aus,Mining,Liquid/gasBiofuels,2013-14,2.6
26281,aus,Mining,Electricity,2013-14,106.1
26278,aus,Mining,Naturalgas,2013-14,195
26273,aus,Mining,Fueloil,2013-14,0.9
26272,aus,Mining,Diesel,2013-14,213
26266,aus,Mining,LPG,2013-14,1.7
26233,aus,Agriculture,Electricity,2013-14,8.8
26230,aus,Agriculture,Naturalgas,2013-14,1.4
26224,aus,Agriculture,Diesel,2013-14,81.2
26218,aus,Agriculture,LPG,2013-14,1.9
26258,aus,Mining,Blackcoal,2013-14,3.1
26451,aus,Manufacturing,Browncoal,2013-14,6
26450,aus,Manufacturing,Blackcoal,2013-14,212.9
29578,aus,Construction,LPG,2014-15,0.6
29593,aus,Construction,Electricity,2014-15,0.6
29594,aus,Construction,Liquid/gasBiofuels,2014-15,0
29590,aus,Construction,Naturalgas,2014-15,2.9
29585,aus,Construction,Fueloil,2014-15,0.5
29584,aus,Construction,Diesel,2014-15,20.1
29690,aus,Transport_postal,Liquid/gasBiofuels,2014-15,6.4
29689,aus,Transport_postal,Electricity,2014-15,20.4
29686,aus,Transport_postal,Naturalgas,2014-15,14.7
29681,aus,Transport_postal,Fueloil,2014-15,23
29680,aus,Transport_postal,Diesel,2014-15,579.2
29674,aus,Transport_postal,LPG,2014-15,51.3
29638,aus,Commercial_services,Naturalgas,2014-15,55.1
29633,aus,Commercial_services,Fueloil,2014-15,0.1
29632,aus,Commercial_services,Diesel,2014-15,27.8
29640,aus,Commercial_services,Solarenergy,2014-15,0.4
29626,aus,Commercial_services,LPG,2014-15,3.7
29618,aus,Commercial_services,Blackcoal,2014-15,0.1
29641,aus,Commercial_services,Electricity,2014-15,231.7
29666,aus,Transport_postal,Blackcoal,2014-15,0
29642,aus,Commercial_services,Liquid/gasBiofuels,2014-15,0.6
29386,aus,Electricity_gas_water_serv,LPG,2014-15,0
29379,aus,Electricity_gas_water_serv,Browncoal,2014-15,668.1
29378,aus,Electricity_gas_water_serv,Blackcoal,2014-15,1045.7
29402,aus,Electricity_gas_water_serv,Liquid/gasBiofuels,2014-15,15.9
29401,aus,Electricity_gas_water_serv,Electricity,2014-15,108
29398,aus,Electricity_gas_water_serv,Naturalgas,2014-15,564.6
29393,aus,Electricity_gas_water_serv,Fueloil,2014-15,2.5
29392,aus,Electricity_gas_water_serv,Diesel,2014-15,55.2
30169,aus,Residential,Electricity,2014-15,213.6
30168,aus,Residential,Solarenergy,2014-15,14.4
30166,aus,Residential,Naturalgas,2014-15,162.3
30160,aus,Residential,Diesel,2014-15,1.2
30154,aus,Residential,LPG,2014-15,14.9
28490,aus,Manufacturing,Liquid/gasBiofuels,2014-15,1.8
28489,aus,Manufacturing,Electricity,2014-15,217.9
28488,aus,Manufacturing,Solarenergy,2014-15,0
28486,aus,Manufacturing,Naturalgas,2014-15,420.4
28481,aus,Manufacturing,Fueloil,2014-15,25.9
28480,aus,Manufacturing,Diesel,2014-15,21.7
28474,aus,Manufacturing,LPG,2014-15,21.2
28298,aus,Mining,Liquid/gasBiofuels,2014-15,3.2
28297,aus,Mining,Electricity,2014-15,107.9
28294,aus,Mining,Naturalgas,2014-15,198.8
28289,aus,Mining,Fueloil,2014-15,1
28288,aus,Mining,Diesel,2014-15,202.2
28249,aus,Agriculture,Electricity,2014-15,8.5
28246,aus,Agriculture,Naturalgas,2014-15,1.3
28240,aus,Agriculture,Diesel,2014-15,86
28234,aus,Agriculture,LPG,2014-15,2
28282,aus,Mining,LPG,2014-15,1.7
28274,aus,Mining,Blackcoal,2014-15,1.3
28467,aus,Manufacturing,Browncoal,2014-15,1.1
28466,aus,Manufacturing,Blackcoal,2014-15,204.6
31594,aus,Construction,LPG,2015-16,0.2
31609,aus,Construction,Electricity,2015-16,0.7
31610,aus,Construction,Liquid/gasBiofuels,2015-16,0
31606,aus,Construction,Naturalgas,2015-16,2.9
31601,aus,Construction,Fueloil,2015-16,0.4
31600,aus,Construction,Diesel,2015-16,19.9
31706,aus,Transport_postal,Liquid/gasBiofuels,2015-16,5.9
31705,aus,Transport_postal,Electricity,2015-16,21.7
31704,aus,Transport_postal,Solarenergy,2015-16,0
31702,aus,Transport_postal,Naturalgas,2015-16,16.8
31697,aus,Transport_postal,Fueloil,2015-16,23.6
31696,aus,Transport_postal,Diesel,2015-16,600.2
31690,aus,Transport_postal,LPG,2015-16,44.8
31654,aus,Commercial_services,Naturalgas,2015-16,57.2
31649,aus,Commercial_services,Fueloil,2015-16,0.1
31648,aus,Commercial_services,Diesel,2015-16,28.5
31656,aus,Commercial_services,Solarenergy,2015-16,0.4
31642,aus,Commercial_services,LPG,2015-16,3.5
31634,aus,Commercial_services,Blackcoal,2015-16,0.1
31657,aus,Commercial_services,Electricity,2015-16,232
31682,aus,Transport_postal,Blackcoal,2015-16,0
31658,aus,Commercial_services,Liquid/gasBiofuels,2015-16,0.1
31402,aus,Electricity_gas_water_serv,LPG,2015-16,0.3
31395,aus,Electricity_gas_water_serv,Browncoal,2015-16,642.8
31394,aus,Electricity_gas_water_serv,Blackcoal,2015-16,1111.3
31418,aus,Electricity_gas_water_serv,Liquid/gasBiofuels,2015-16,14.7
31417,aus,Electricity_gas_water_serv,Electricity,2015-16,113.3
31414,aus,Electricity_gas_water_serv,Naturalgas,2015-16,573.8
31411,aus,Electricity_gas_water_serv,Solvents,2015-16,0
31409,aus,Electricity_gas_water_serv,Fueloil,2015-16,2.1
31408,aus,Electricity_gas_water_serv,Diesel,2015-16,50.1
32185,aus,Residential,Electricity,2015-16,213.9
32184,aus,Residential,Solarenergy,2015-16,14.5
32182,aus,Residential,Naturalgas,2015-16,165.8
32170,aus,Residential,LPG,2015-16,17.6
30506,aus,Manufacturing,Liquid/gasBiofuels,2015-16,2.1
30505,aus,Manufacturing,Electricity,2015-16,218
30504,aus,Manufacturing,Solarenergy,2015-16,0
30502,aus,Manufacturing,Naturalgas,2015-16,404.6
30497,aus,Manufacturing,Fueloil,2015-16,8
30496,aus,Manufacturing,Diesel,2015-16,17.7
30314,aus,Mining,Liquid/gasBiofuels,2015-16,0.2
30313,aus,Mining,Electricity,2015-16,119.3
30310,aus,Mining,Naturalgas,2015-16,242.5
30305,aus,Mining,Fueloil,2015-16,0.7
30304,aus,Mining,Diesel,2015-16,202.5
30265,aus,Agriculture,Electricity,2015-16,8
30262,aus,Agriculture,Naturalgas,2015-16,1.3
30256,aus,Agriculture,Diesel,2015-16,91.1
30250,aus,Agriculture,LPG,2015-16,2.1
30298,aus,Mining,LPG,2015-16,1.5
30290,aus,Mining,Blackcoal,2015-16,3.2
30490,aus,Manufacturing,LPG,2015-16,20.7
30483,aus,Manufacturing,Browncoal,2015-16,0.1
30482,aus,Manufacturing,Blackcoal,2015-16,211.1
33626,aus,Construction,Liquid/gasBiofuels,2016-17,0
33625,aus,Construction,Electricity,2016-17,0.8
33622,aus,Construction,Naturalgas,2016-17,2.9
33617,aus,Construction,Fueloil,2016-17,0.4
33616,aus,Construction,Diesel,2016-17,19.6
33610,aus,Construction,LPG,2016-17,0.2
33722,aus,Transport_postal,Liquid/gasBiofuels,2016-17,5.7
33721,aus,Transport_postal,Electricity,2016-17,21.2
33720,aus,Transport_postal,Solarenergy,2016-17,0
33718,aus,Transport_postal,Naturalgas,2016-17,17.3
33713,aus,Transport_postal,Fueloil,2016-17,23.8
33712,aus,Transport_postal,Diesel,2016-17,621.1
33706,aus,Transport_postal,LPG,2016-17,34.2
33665,aus,Commercial_services,Fueloil,2016-17,0.1
33664,aus,Commercial_services,Diesel,2016-17,29.3
33658,aus,Commercial_services,LPG,2016-17,4.1
33650,aus,Commercial_services,Blackcoal,2016-17,0.1
33670,aus,Commercial_services,Naturalgas,2016-17,57.9
33672,aus,Commercial_services,Solarenergy,2016-17,0.4
33673,aus,Commercial_services,Electricity,2016-17,237.5
33698,aus,Transport_postal,Blackcoal,2016-17,0
33674,aus,Commercial_services,Liquid/gasBiofuels,2016-17,0
33418,aus,Electricity_gas_water_serv,LPG,2016-17,0.1
33411,aus,Electricity_gas_water_serv,Browncoal,2016-17,576.2
33410,aus,Electricity_gas_water_serv,Blackcoal,2016-17,1148.8
33434,aus,Electricity_gas_water_serv,Liquid/gasBiofuels,2016-17,14.3
33433,aus,Electricity_gas_water_serv,Electricity,2016-17,112.7
33430,aus,Electricity_gas_water_serv,Naturalgas,2016-17,555.6
33427,aus,Electricity_gas_water_serv,Solvents,2016-17,0
33425,aus,Electricity_gas_water_serv,Fueloil,2016-17,1.7
33424,aus,Electricity_gas_water_serv,Diesel,2016-17,49.4
34201,aus,Residential,Electricity,2016-17,213.3
34200,aus,Residential,Solarenergy,2016-17,15.3
34198,aus,Residential,Naturalgas,2016-17,165.7
34186,aus,Residential,LPG,2016-17,15.4
32522,aus,Manufacturing,Liquid/gasBiofuels,2016-17,2
32521,aus,Manufacturing,Electricity,2016-17,206.9
32520,aus,Manufacturing,Solarenergy,2016-17,0
32518,aus,Manufacturing,Naturalgas,2016-17,386.4
32513,aus,Manufacturing,Fueloil,2016-17,9.9
32512,aus,Manufacturing,Diesel,2016-17,19.2
32506,aus,Manufacturing,LPG,2016-17,18.3
32330,aus,Mining,Liquid/gasBiofuels,2016-17,0.2
32329,aus,Mining,Electricity,2016-17,129.5
32326,aus,Mining,Naturalgas,2016-17,310
32321,aus,Mining,Fueloil,2016-17,0.7
32320,aus,Mining,Diesel,2016-17,215.8
32281,aus,Agriculture,Electricity,2016-17,7.1
32278,aus,Agriculture,Naturalgas,2016-17,1.1
32272,aus,Agriculture,Diesel,2016-17,98.1
32266,aus,Agriculture,LPG,2016-17,2.2
32314,aus,Mining,LPG,2016-17,1.4
32306,aus,Mining,Blackcoal,2016-17,3.7
32499,aus,Manufacturing,Browncoal,2016-17,0.1
32498,aus,Manufacturing,Blackcoal,2016-17,212.6
35642,aus,Construction,Liquid/gasBiofuels,2017-18,0
35641,aus,Construction,Electricity,2017-18,1
35638,aus,Construction,Naturalgas,2017-18,3.3
35633,aus,Construction,Fueloil,2017-18,0.4
35632,aus,Construction,Diesel,2017-18,20.7
35626,aus,Construction,LPG,2017-18,0.2
35738,aus,Transport_postal,Liquid/gasBiofuels,2017-18,6.2
35737,aus,Transport_postal,Electricity,2017-18,21.5
35736,aus,Transport_postal,Solarenergy,2017-18,0
35734,aus,Transport_postal,Naturalgas,2017-18,19.2
35729,aus,Transport_postal,Fueloil,2017-18,24
35728,aus,Transport_postal,Diesel,2017-18,671.8
35722,aus,Transport_postal,LPG,2017-18,20.5
35686,aus,Commercial_services,Naturalgas,2017-18,59.1
35681,aus,Commercial_services,Fueloil,2017-18,0.1
35680,aus,Commercial_services,Diesel,2017-18,30.4
35674,aus,Commercial_services,LPG,2017-18,2.8
35666,aus,Commercial_services,Blackcoal,2017-18,0.1
35688,aus,Commercial_services,Solarenergy,2017-18,0.5
35689,aus,Commercial_services,Electricity,2017-18,240.2
35690,aus,Commercial_services,Liquid/gasBiofuels,2017-18,0
35434,aus,Electricity_gas_water_serv,LPG,2017-18,0
35427,aus,Electricity_gas_water_serv,Browncoal,2017-18,466.8
35426,aus,Electricity_gas_water_serv,Blackcoal,2017-18,1176.1
35450,aus,Electricity_gas_water_serv,Liquid/gasBiofuels,2017-18,15.1
35449,aus,Electricity_gas_water_serv,Electricity,2017-18,111.3
35446,aus,Electricity_gas_water_serv,Naturalgas,2017-18,579.3
35441,aus,Electricity_gas_water_serv,Fueloil,2017-18,1.8
35440,aus,Electricity_gas_water_serv,Diesel,2017-18,48
36217,aus,Residential,Electricity,2017-18,212.9
36216,aus,Residential,Solarenergy,2017-18,16.1
36214,aus,Residential,Naturalgas,2017-18,165.6
36202,aus,Residential,LPG,2017-18,15.5
34538,aus,Manufacturing,Liquid/gasBiofuels,2017-18,2
34537,aus,Manufacturing,Electricity,2017-18,208
34536,aus,Manufacturing,Solarenergy,2017-18,0
34534,aus,Manufacturing,Naturalgas,2017-18,385.1
34529,aus,Manufacturing,Fueloil,2017-18,8.8
34528,aus,Manufacturing,Diesel,2017-18,19.2
34522,aus,Manufacturing,LPG,2017-18,17
34346,aus,Mining,Liquid/gasBiofuels,2017-18,0
34345,aus,Mining,Electricity,2017-18,137.4
34342,aus,Mining,Naturalgas,2017-18,344.8
34337,aus,Mining,Fueloil,2017-18,0.6
34336,aus,Mining,Diesel,2017-18,235.5
34297,aus,Agriculture,Electricity,2017-18,7.6
34294,aus,Agriculture,Naturalgas,2017-18,1.2
34288,aus,Agriculture,Diesel,2017-18,99.5
34282,aus,Agriculture,LPG,2017-18,2.2
34330,aus,Mining,LPG,2017-18,1.6
34322,aus,Mining,Blackcoal,2017-18,4.3
34515,aus,Manufacturing,Browncoal,2017-18,0
34514,aus,Manufacturing,Blackcoal,2017-18,208.6
37642,aus,Construction,LPG,2018-19,0.2
37658,aus,Construction,Liquid/gasBiofuels,2018-19,0
37657,aus,Construction,Electricity,2018-19,0.9
37654,aus,Construction,Naturalgas,2018-19,2.8
37649,aus,Construction,Fueloil,2018-19,0.4
37648,aus,Construction,Diesel,2018-19,19.7
37754,aus,Transport_postal,Liquid/gasBiofuels,2018-19,6.3
